Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
ABS,Alcohol Beverage Services,ABS 85 Clarksburg Village,M,61499.1622,287.07,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,69442.0,1185.86,1067.77,10
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,61240.0,2901.82,0.0,10
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,69552.8833,5999.05,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,71087.4054,1566.1,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,52591.028,6526.78,0.0,10
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,56180.9023,1324.7,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,48974.9535,3.54,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,46257.8108,2471.47,0.0,10
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,75621.0,3009.89,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,61071.9557,1098.57,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,44906.3556,704.72,0.0,10
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,37793.025,178.84,0.0,10
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,75621.0,3714.72,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,57927.1383,8064.98,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,51772.2,1643.79,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,49333.0,1323.63,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,61500.0,2947.39,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,63000.0,1059.6,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,82436.0,16835.31,0.0,N17
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,65748.8722,2661.07,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572.0,778.28,1081.87,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572.0,3137.14,5218.63,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,93986.0,21857.36,0.0,N20
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572.0,5333.48,5338.64,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572.0,11928.75,5258.13,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572.0,3032.57,1081.87,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572.0,1958.96,1081.89,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,56967.5537,12764.91,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,56754.8877,1412.09,0.0,13
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,56493.0104,386.9,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,52641.5788,971.42,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,53833.9239,1265.9,0.0,13
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,49558.5358,3150.91,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,49558.5358,2715.92,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,46681.279,1256.07,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,43724.0,32.12,0.0,13
ABS,Alcohol Beverage Services,ABS 85 Montrose,F,98228.0,0.0,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,65240.88,2650.46,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,68828.7375,1108.43,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Montrose,F,62607.6301,1110.23,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,68260.7805,2291.03,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,57288.6346,3173.36,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,24779.7941,1015.67,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,24047.6555,269.9,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,23234.4498,513.17,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,96373.7146,444.81,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,82050.66,1542.12,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,63537.76,917.75,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,60695.9781,273.3,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,F,52456.0494,1609.94,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,21862.0,373.11,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,21862.0,2291.7,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,F,21862.0,286.9,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,F,21862.0,25.87,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Olney,M,50649.8477,109.29,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Olney,M,82127.4773,0.0,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Olney,F,86103.0016,0.0,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Olney,M,72463.0,12.42,2204.96,14
ABS,Alcohol Beverage Services,ABS 85 Olney,M,58849.4861,59.5,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Olney,M,43419.9888,119.86,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Olney,M,21862.0,89.99,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Poolesville,M,98228.0,0.0,4186.86,N21
ABS,Alcohol Beverage Services,ABS 85 Poolesville,M,44584.4108,70.34,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Poolesville,F,22627.17,17.98,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,93106.5256,0.0,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Potomac,F,53257.6,660.93,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,60695.9433,1040.42,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,21862.0,806.59,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,68435.09,492.59,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,44754.6895,802.95,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,F,51415.1203,754.3,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,22551.3425,2770.32,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Purchasing,M,98228.0,0.0,6716.14,21
ABS,Alcohol Beverage Services,ABS 85 Purchasing,M,117424.0,0.0,0.0,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,66572.0,142.24,5258.2,12
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,117424.0,270.83,5013.3,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,F,117424.005,0.0,3074.09,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,111169.46,0.0,0.0,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,F,84903.9612,122.46,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,F,107367.0,0.0,5097.58,23
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,175861.23,0.0,0.0,M2
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,117424.0,0.0,0.0,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,137728.0,0.0,0.0,M2
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,95577.7529,2181.56,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,F,64060.9766,886.16,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,31656.1616,0.0,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,68435.09,871.21,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,F,41943.6254,260.08,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,24047.6555,295.69,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,51349.4033,354.42,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,F,22551.3425,16.59,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,48101.02,3281.38,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,62607.6289,148.05,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,68260.8268,0.0,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,F,46144.8787,904.16,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,23340.6395,685.65,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,23340.6395,81.55,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,21862.0,192.0,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,87284.655,0.0,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,66572.0,4004.92,4371.03,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,68742.0771,13360.02,0.0,N17
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,52641.6007,1420.26,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,58790.6009,5558.23,0.0,13
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,55943.3646,4371.05,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,52429.5417,335.88,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,46468.63,2350.89,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,48095.0282,555.46,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442.0,851.47,173.61,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,82436.0,6822.92,0.0,N17
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442.0,1863.09,1128.53,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442.0,2172.14,260.43,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,93986.0,2335.54,0.0,N20
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442.0,2070.94,3276.22,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442.0,300.7,5490.06,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,62226.1953,1401.61,0.0,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,57221.2677,2271.67,0.0,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,47882.6381,1111.78,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,51509.9832,1895.7,0.0,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,49230.0,684.2,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,98228.0,0.0,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,86103.0,0.0,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,45974.7155,457.36,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,62820.332,1219.22,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,59457.09,2349.19,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,41943.6288,267.73,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,24779.5625,999.65,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,21862.0,77.27,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,88161.3,211.09,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Westwood,F,77645.6571,0.0,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,27969.1632,37.81,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,72463.0,475.6,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,45974.7155,1303.13,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Westwood,F,63215.24,1586.18,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,21862.0,43.28,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,72463.0,1351.22,5733.78,14
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,94713.3,656.47,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,53257.6,126.72,1276.43,12
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,53257.6,448.45,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,62607.6301,1674.66,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,64734.01,458.52,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,19695.5,168.48,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,21862.0,0.0,0.0,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,98228.0,908.86,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,53257.6,280.57,0.0,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,86103.0,0.0,3665.62,N18
ABS,Alcohol Beverage Services,ABS 85 White Oak,F,45974.7317,21.95,0.0,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,26326.1254,149.05,0.0,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,42494.2127,0.0,0.0,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,62607.6289,2424.98,0.0,14
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,60695.9661,2764.86,0.0,14
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,23340.6395,129.51,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,117424.0,0.0,0.0,N25
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,144631.86,0.0,0.0,M3
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,157272.3,0.0,0.0,M2
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,111843.34,22653.38,0.0,M3
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,106208.89,0.0,0.0,M3
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,F,98228.0,0.0,7816.14,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,98228.0,0.0,7816.14,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,F,98228.0,0.0,4658.57,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,98228.0,698.49,2143.23,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,93995.2835,572.17,0.0,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,71238.34,2971.91,0.0,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,87936.5,0.0,0.0,M2
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,63733.0,1363.23,0.0,21
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,97333.0,1782.71,0.0,21
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,65833.0,221.76,0.0,21
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,19252.5,0.0,0.0,N5
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,72463.0,2123.92,1177.6,14
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,93321.8756,188.58,0.0,N21
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,86103.0,0.0,0.0,N18
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,45974.7155,228.05,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,21862.0,1.59,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,58860.9814,1167.19,0.0,14
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,F,23234.4498,115.61,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,F,23340.6395,145.03,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,F,21862.0,107.54,0.0,12
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75621.002,15190.42,3572.79,15
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,70643.76,5864.53,0.0,15
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,61240.0,3866.6,2881.5,10
